case_id,terrain,difficulty_row,source_column,seed,command_bin,replicate,vx_m_s,vy_m_s,yaw_rad_s
6295,rough_slope,0,2,200002,normal_motion,23,0,-0.75,-0.5
6296,rough_slope,0,2,200002,normal_motion,24,0.75,0,0
6297,rough_slope,0,2,200002,normal_motion,25,-0.75,0,0
6298,rough_slope,0,2,200002,normal_motion,26,0,0.75,0.5
6299,rough_slope,0,2,200002,normal_motion,27,0,-0.75,-0.5
6300,rough_slope,0,2,200002,normal_motion,28,0.75,0,0
6301,rough_slope,0,2,200002,normal_motion,29,-0.75,0,0
6302,rough_slope,0,2,200002,normal_motion,30,0,0.75,0.5
6303,rough_slope,0,2,200002,normal_motion,31,0,-0.75,-0.5
6304,rough_slope,0,2,200002,normal_motion,32,0.75,0,0
6305,rough_slope,0,2,200002,normal_motion,33,-0.75,0,0
6306,rough_slope,0,2,200002,normal_motion,34,0,0.75,0.5
6307,rough_slope,0,2,200002,normal_motion,35,0,-0.75,-0.5
6308,rough_slope,0,2,200002,normal_motion,36,0.75,0,0
6309,rough_slope,0,2,200002,normal_motion,37,-0.75,0,0
6310,rough_slope,0,2,200002,normal_motion,38,0,0.75,0.5
6311,rough_slope,0,2,200002,normal_motion,39,0,-0.75,-0.5
6312,rough_slope,0,2,200002,normal_motion,40,0.75,0,0
6313,rough_slope,0,2,200002,normal_motion,41,-0.75,0,0
6314,rough_slope,0,2,200002,normal_motion,42,0,0.75,0.5
6315,rough_slope,0,2,200002,normal_motion,43,0,-0.75,-0.5
6316,rough_slope,0,2,200002,normal_motion,44,0.75,0,0
6317,rough_slope,0,2,200002,normal_motion,45,-0.75,0,0
6318,rough_slope,0,2,200002,normal_motion,46,0,0.75,0.5
6319,rough_slope,0,2,200002,normal_motion,47,0,-0.75,-0.5
6320,rough_slope,0,2,200002,normal_motion,48,0.75,0,0
6321,rough_slope,0,2,200002,normal_motion,49,-0.75,0,0
6322,rough_slope,0,2,200002,normal_motion,50,0,0.75,0.5
6323,rough_slope,0,2,200002,normal_motion,51,0,-0.75,-0.5
6324,rough_slope,0,2,200002,normal_motion,52,0.75,0,0
6325,rough_slope,0,2,200002,normal_motion,53,-0.75,0,0
6326,rough_slope,0,2,200002,normal_motion,54,0,0.75,0.5
6327,rough_slope,0,2,200002,normal_motion,55,0,-0.75,-0.5
6328,rough_slope,0,2,200002,normal_motion,56,0.75,0,0
6329,rough_slope,0,2,200002,normal_motion,57,-0.75,0,0
6330,rough_slope,0,2,200002,normal_motion,58,0,0.75,0.5
6331,rough_slope,0,2,200002,normal_motion,59,0,-0.75,-0.5
6332,rough_slope,0,2,200002,normal_motion,60,0.75,0,0
6333,rough_slope,0,2,200002,normal_motion,61,-0.75,0,0
6334,rough_slope,0,2,200002,normal_motion,62,0,0.75,0.5
6335,rough_slope,0,2,200002,normal_motion,63,0,-0.75,-0.5
6336,rough_slope,1,2,200000,standing,0,0,0,0
6337,rough_slope,1,2,200000,standing,1,0,0,0
6338,rough_slope,1,2,200000,standing,2,0,0,0
6339,rough_slope,1,2,200000,standing,3,0,0,0
6340,rough_slope,1,2,200000,standing,4,0,0,0
6341,rough_slope,1,2,200000,standing,5,0,0,0
6342,rough_slope,1,2,200000,standing,6,0,0,0
6343,rough_slope,1,2,200000,standing,7,0,0,0
6344,rough_slope,1,2,200000,standing,8,0,0,0
6345,rough_slope,1,2,200000,standing,9,0,0,0
6346,rough_slope,1,2,200000,standing,10,0,0,0
6347,rough_slope,1,2,200000,standing,11,0,0,0
6348,rough_slope,1,2,200000,standing,12,0,0,0
6349,rough_slope,1,2,200000,standing,13,0,0,0
6350,rough_slope,1,2,200000,standing,14,0,0,0
6351,rough_slope,1,2,200000,standing,15,0,0,0
6352,rough_slope,1,2,200000,standing,16,0,0,0
6353,rough_slope,1,2,200000,standing,17,0,0,0
6354,rough_slope,1,2,200000,standing,18,0,0,0
6355,rough_slope,1,2,200000,standing,19,0,0,0
6356,rough_slope,1,2,200000,standing,20,0,0,0
6357,rough_slope,1,2,200000,standing,21,0,0,0
6358,rough_slope,1,2,200000,standing,22,0,0,0
6359,rough_slope,1,2,200000,standing,23,0,0,0
6360,rough_slope,1,2,200000,standing,24,0,0,0
6361,rough_slope,1,2,200000,standing,25,0,0,0
6362,rough_slope,1,2,200000,standing,26,0,0,0
6363,rough_slope,1,2,200000,standing,27,0,0,0
6364,rough_slope,1,2,200000,standing,28,0,0,0
6365,rough_slope,1,2,200000,standing,29,0,0,0
6366,rough_slope,1,2,200000,standing,30,0,0,0
6367,rough_slope,1,2,200000,standing,31,0,0,0
6368,rough_slope,1,2,200000,standing,32,0,0,0
6369,rough_slope,1,2,200000,standing,33,0,0,0
6370,rough_slope,1,2,200000,standing,34,0,0,0
6371,rough_slope,1,2,200000,standing,35,0,0,0
6372,rough_slope,1,2,200000,standing,36,0,0,0
6373,rough_slope,1,2,200000,standing,37,0,0,0
6374,rough_slope,1,2,200000,standing,38,0,0,0
6375,rough_slope,1,2,200000,standing,39,0,0,0
6376,rough_slope,1,2,200000,standing,40,0,0,0
6377,rough_slope,1,2,200000,standing,41,0,0,0
6378,rough_slope,1,2,200000,standing,42,0,0,0
6379,rough_slope,1,2,200000,standing,43,0,0,0
6380,rough_slope,1,2,200000,standing,44,0,0,0
6381,rough_slope,1,2,200000,standing,45,0,0,0
6382,rough_slope,1,2,200000,standing,46,0,0,0
6383,rough_slope,1,2,200000,standing,47,0,0,0
6384,rough_slope,1,2,200000,standing,48,0,0,0
6385,rough_slope,1,2,200000,standing,49,0,0,0
6386,rough_slope,1,2,200000,standing,50,0,0,0
6387,rough_slope,1,2,200000,standing,51,0,0,0
6388,rough_slope,1,2,200000,standing,52,0,0,0
6389,rough_slope,1,2,200000,standing,53,0,0,0
6390,rough_slope,1,2,200000,standing,54,0,0,0
6391,rough_slope,1,2,200000,standing,55,0,0,0
6392,rough_slope,1,2,200000,standing,56,0,0,0
6393,rough_slope,1,2,200000,standing,57,0,0,0
6394,rough_slope,1,2,200000,standing,58,0,0,0
6395,rough_slope,1,2,200000,standing,59,0,0,0
6396,rough_slope,1,2,200000,standing,60,0,0,0
6397,rough_slope,1,2,200000,standing,61,0,0,0
6398,rough_slope,1,2,200000,standing,62,0,0,0
6399,rough_slope,1,2,200000,standing,63,0,0,0
6400,rough_slope,1,2,200000,low_speed,0,0.25,0,0
6401,rough_slope,1,2,200000,low_speed,1,-0.25,0,0
6402,rough_slope,1,2,200000,low_speed,2,0,0.25,0.25
6403,rough_slope,1,2,200000,low_speed,3,0,-0.25,-0.25
6404,rough_slope,1,2,200000,low_speed,4,0.25,0,0
6405,rough_slope,1,2,200000,low_speed,5,-0.25,0,0
6406,rough_slope,1,2,200000,low_speed,6,0,0.25,0.25
6407,rough_slope,1,2,200000,low_speed,7,0,-0.25,-0.25
6408,rough_slope,1,2,200000,low_speed,8,0.25,0,0
6409,rough_slope,1,2,200000,low_speed,9,-0.25,0,0
6410,rough_slope,1,2,200000,low_speed,10,0,0.25,0.25
6411,rough_slope,1,2,200000,low_speed,11,0,-0.25,-0.25
6412,rough_slope,1,2,200000,low_speed,12,0.25,0,0
6413,rough_slope,1,2,200000,low_speed,13,-0.25,0,0
6414,rough_slope,1,2,200000,low_speed,14,0,0.25,0.25
6415,rough_slope,1,2,200000,low_speed,15,0,-0.25,-0.25
6416,rough_slope,1,2,200000,low_speed,16,0.25,0,0
6417,rough_slope,1,2,200000,low_speed,17,-0.25,0,0
6418,rough_slope,1,2,200000,low_speed,18,0,0.25,0.25
6419,rough_slope,1,2,200000,low_speed,19,0,-0.25,-0.25
6420,rough_slope,1,2,200000,low_speed,20,0.25,0,0
6421,rough_slope,1,2,200000,low_speed,21,-0.25,0,0
6422,rough_slope,1,2,200000,low_speed,22,0,0.25,0.25
6423,rough_slope,1,2,200000,low_speed,23,0,-0.25,-0.25
6424,rough_slope,1,2,200000,low_speed,24,0.25,0,0
6425,rough_slope,1,2,200000,low_speed,25,-0.25,0,0
6426,rough_slope,1,2,200000,low_speed,26,0,0.25,0.25
6427,rough_slope,1,2,200000,low_speed,27,0,-0.25,-0.25
6428,rough_slope,1,2,200000,low_speed,28,0.25,0,0
6429,rough_slope,1,2,200000,low_speed,29,-0.25,0,0
6430,rough_slope,1,2,200000,low_speed,30,0,0.25,0.25
6431,rough_slope,1,2,200000,low_speed,31,0,-0.25,-0.25
6432,rough_slope,1,2,200000,low_speed,32,0.25,0,0
6433,rough_slope,1,2,200000,low_speed,33,-0.25,0,0
6434,rough_slope,1,2,200000,low_speed,34,0,0.25,0.25
6435,rough_slope,1,2,200000,low_speed,35,0,-0.25,-0.25
6436,rough_slope,1,2,200000,low_speed,36,0.25,0,0
6437,rough_slope,1,2,200000,low_speed,37,-0.25,0,0
6438,rough_slope,1,2,200000,low_speed,38,0,0.25,0.25
6439,rough_slope,1,2,200000,low_speed,39,0,-0.25,-0.25
6440,rough_slope,1,2,200000,low_speed,40,0.25,0,0
6441,rough_slope,1,2,200000,low_speed,41,-0.25,0,0
6442,rough_slope,1,2,200000,low_speed,42,0,0.25,0.25
6443,rough_slope,1,2,200000,low_speed,43,0,-0.25,-0.25
6444,rough_slope,1,2,200000,low_speed,44,0.25,0,0
6445,rough_slope,1,2,200000,low_speed,45,-0.25,0,0
6446,rough_slope,1,2,200000,low_speed,46,0,0.25,0.25
6447,rough_slope,1,2,200000,low_speed,47,0,-0.25,-0.25
6448,rough_slope,1,2,200000,low_speed,48,0.25,0,0
6449,rough_slope,1,2,200000,low_speed,49,-0.25,0,0
6450,rough_slope,1,2,200000,low_speed,50,0,0.25,0.25
6451,rough_slope,1,2,200000,low_speed,51,0,-0.25,-0.25
6452,rough_slope,1,2,200000,low_speed,52,0.25,0,0
6453,rough_slope,1,2,200000,low_speed,53,-0.25,0,0
6454,rough_slope,1,2,200000,low_speed,54,0,0.25,0.25
6455,rough_slope,1,2,200000,low_speed,55,0,-0.25,-0.25
6456,rough_slope,1,2,200000,low_speed,56,0.25,0,0
6457,rough_slope,1,2,200000,low_speed,57,-0.25,0,0
6458,rough_slope,1,2,200000,low_speed,58,0,0.25,0.25
6459,rough_slope,1,2,200000,low_speed,59,0,-0.25,-0.25
6460,rough_slope,1,2,200000,low_speed,60,0.25,0,0
6461,rough_slope,1,2,200000,low_speed,61,-0.25,0,0
6462,rough_slope,1,2,200000,low_speed,62,0,0.25,0.25
6463,rough_slope,1,2,200000,low_speed,63,0,-0.25,-0.25
6464,rough_slope,1,2,200000,normal_motion,0,0.75,0,0
6465,rough_slope,1,2,200000,normal_motion,1,-0.75,0,0
6466,rough_slope,1,2,200000,normal_motion,2,0,0.75,0.5
6467,rough_slope,1,2,200000,normal_motion,3,0,-0.75,-0.5
6468,rough_slope,1,2,200000,normal_motion,4,0.75,0,0
6469,rough_slope,1,2,200000,normal_motion,5,-0.75,0,0
6470,rough_slope,1,2,200000,normal_motion,6,0,0.75,0.5
6471,rough_slope,1,2,200000,normal_motion,7,0,-0.75,-0.5
6472,rough_slope,1,2,200000,normal_motion,8,0.75,0,0
6473,rough_slope,1,2,200000,normal_motion,9,-0.75,0,0
6474,rough_slope,1,2,200000,normal_motion,10,0,0.75,0.5
6475,rough_slope,1,2,200000,normal_motion,11,0,-0.75,-0.5
6476,rough_slope,1,2,200000,normal_motion,12,0.75,0,0
6477,rough_slope,1,2,200000,normal_motion,13,-0.75,0,0
6478,rough_slope,1,2,200000,normal_motion,14,0,0.75,0.5
6479,rough_slope,1,2,200000,normal_motion,15,0,-0.75,-0.5
6480,rough_slope,1,2,200000,normal_motion,16,0.75,0,0
6481,rough_slope,1,2,200000,normal_motion,17,-0.75,0,0
6482,rough_slope,1,2,200000,normal_motion,18,0,0.75,0.5
6483,rough_slope,1,2,200000,normal_motion,19,0,-0.75,-0.5
6484,rough_slope,1,2,200000,normal_motion,20,0.75,0,0
6485,rough_slope,1,2,200000,normal_motion,21,-0.75,0,0
6486,rough_slope,1,2,200000,normal_motion,22,0,0.75,0.5
6487,rough_slope,1,2,200000,normal_motion,23,0,-0.75,-0.5
6488,rough_slope,1,2,200000,normal_motion,24,0.75,0,0
6489,rough_slope,1,2,200000,normal_motion,25,-0.75,0,0
6490,rough_slope,1,2,200000,normal_motion,26,0,0.75,0.5
6491,rough_slope,1,2,200000,normal_motion,27,0,-0.75,-0.5
6492,rough_slope,1,2,200000,normal_motion,28,0.75,0,0
6493,rough_slope,1,2,200000,normal_motion,29,-0.75,0,0
6494,rough_slope,1,2,200000,normal_motion,30,0,0.75,0.5
6495,rough_slope,1,2,200000,normal_motion,31,0,-0.75,-0.5
6496,rough_slope,1,2,200000,normal_motion,32,0.75,0,0
6497,rough_slope,1,2,200000,normal_motion,33,-0.75,0,0
6498,rough_slope,1,2,200000,normal_motion,34,0,0.75,0.5
6499,rough_slope,1,2,200000,normal_motion,35,0,-0.75,-0.5
6500,rough_slope,1,2,200000,normal_motion,36,0.75,0,0
6501,rough_slope,1,2,200000,normal_motion,37,-0.75,0,0
6502,rough_slope,1,2,200000,normal_motion,38,0,0.75,0.5
6503,rough_slope,1,2,200000,normal_motion,39,0,-0.75,-0.5
6504,rough_slope,1,2,200000,normal_motion,40,0.75,0,0
6505,rough_slope,1,2,200000,normal_motion,41,-0.75,0,0
6506,rough_slope,1,2,200000,normal_motion,42,0,0.75,0.5
6507,rough_slope,1,2,200000,normal_motion,43,0,-0.75,-0.5
6508,rough_slope,1,2,200000,normal_motion,44,0.75,0,0
6509,rough_slope,1,2,200000,normal_motion,45,-0.75,0,0
6510,rough_slope,1,2,200000,normal_motion,46,0,0.75,0.5
6511,rough_slope,1,2,200000,normal_motion,47,0,-0.75,-0.5
6512,rough_slope,1,2,200000,normal_motion,48,0.75,0,0
6513,rough_slope,1,2,200000,normal_motion,49,-0.75,0,0
6514,rough_slope,1,2,200000,normal_motion,50,0,0.75,0.5
6515,rough_slope,1,2,200000,normal_motion,51,0,-0.75,-0.5
6516,rough_slope,1,2,200000,normal_motion,52,0.75,0,0
6517,rough_slope,1,2,200000,normal_motion,53,-0.75,0,0
6518,rough_slope,1,2,200000,normal_motion,54,0,0.75,0.5
6519,rough_slope,1,2,200000,normal_motion,55,0,-0.75,-0.5
6520,rough_slope,1,2,200000,normal_motion,56,0.75,0,0
6521,rough_slope,1,2,200000,normal_motion,57,-0.75,0,0
6522,rough_slope,1,2,200000,normal_motion,58,0,0.75,0.5
6523,rough_slope,1,2,200000,normal_motion,59,0,-0.75,-0.5
6524,rough_slope,1,2,200000,normal_motion,60,0.75,0,0
6525,rough_slope,1,2,200000,normal_motion,61,-0.75,0,0
6526,rough_slope,1,2,200000,normal_motion,62,0,0.75,0.5
6527,rough_slope,1,2,200000,normal_motion,63,0,-0.75,-0.5
6528,rough_slope,1,2,200001,standing,0,0,0,0
6529,rough_slope,1,2,200001,standing,1,0,0,0
6530,rough_slope,1,2,200001,standing,2,0,0,0
6531,rough_slope,1,2,200001,standing,3,0,0,0
6532,rough_slope,1,2,200001,standing,4,0,0,0
6533,rough_slope,1,2,200001,standing,5,0,0,0
6534,rough_slope,1,2,200001,standing,6,0,0,0
6535,rough_slope,1,2,200001,standing,7,0,0,0
6536,rough_slope,1,2,200001,standing,8,0,0,0
6537,rough_slope,1,2,200001,standing,9,0,0,0
6538,rough_slope,1,2,200001,standing,10,0,0,0
6539,rough_slope,1,2,200001,standing,11,0,0,0
6540,rough_slope,1,2,200001,standing,12,0,0,0
6541,rough_slope,1,2,200001,standing,13,0,0,0
6542,rough_slope,1,2,200001,standing,14,0,0,0
6543,rough_slope,1,2,200001,standing,15,0,0,0
6544,rough_slope,1,2,200001,standing,16,0,0,0
6545,rough_slope,1,2,200001,standing,17,0,0,0
6546,rough_slope,1,2,200001,standing,18,0,0,0
6547,rough_slope,1,2,200001,standing,19,0,0,0
6548,rough_slope,1,2,200001,standing,20,0,0,0
6549,rough_slope,1,2,200001,standing,21,0,0,0
6550,rough_slope,1,2,200001,standing,22,0,0,0
6551,rough_slope,1,2,200001,standing,23,0,0,0
6552,rough_slope,1,2,200001,standing,24,0,0,0
6553,rough_slope,1,2,200001,standing,25,0,0,0
6554,rough_slope,1,2,200001,standing,26,0,0,0
6555,rough_slope,1,2,200001,standing,27,0,0,0
6556,rough_slope,1,2,200001,standing,28,0,0,0
6557,rough_slope,1,2,200001,standing,29,0,0,0
6558,rough_slope,1,2,200001,standing,30,0,0,0
6559,rough_slope,1,2,200001,standing,31,0,0,0
6560,rough_slope,1,2,200001,standing,32,0,0,0
6561,rough_slope,1,2,200001,standing,33,0,0,0
6562,rough_slope,1,2,200001,standing,34,0,0,0
6563,rough_slope,1,2,200001,standing,35,0,0,0
6564,rough_slope,1,2,200001,standing,36,0,0,0
6565,rough_slope,1,2,200001,standing,37,0,0,0
6566,rough_slope,1,2,200001,standing,38,0,0,0
6567,rough_slope,1,2,200001,standing,39,0,0,0
6568,rough_slope,1,2,200001,standing,40,0,0,0
6569,rough_slope,1,2,200001,standing,41,0,0,0
6570,rough_slope,1,2,200001,standing,42,0,0,0
6571,rough_slope,1,2,200001,standing,43,0,0,0
6572,rough_slope,1,2,200001,standing,44,0,0,0
6573,rough_slope,1,2,200001,standing,45,0,0,0
6574,rough_slope,1,2,200001,standing,46,0,0,0
6575,rough_slope,1,2,200001,standing,47,0,0,0
6576,rough_slope,1,2,200001,standing,48,0,0,0
6577,rough_slope,1,2,200001,standing,49,0,0,0
6578,rough_slope,1,2,200001,standing,50,0,0,0
6579,rough_slope,1,2,200001,standing,51,0,0,0
6580,rough_slope,1,2,200001,standing,52,0,0,0
6581,rough_slope,1,2,200001,standing,53,0,0,0
6582,rough_slope,1,2,200001,standing,54,0,0,0
6583,rough_slope,1,2,200001,standing,55,0,0,0
6584,rough_slope,1,2,200001,standing,56,0,0,0
6585,rough_slope,1,2,200001,standing,57,0,0,0
6586,rough_slope,1,2,200001,standing,58,0,0,0
6587,rough_slope,1,2,200001,standing,59,0,0,0
6588,rough_slope,1,2,200001,standing,60,0,0,0
6589,rough_slope,1,2,200001,standing,61,0,0,0
6590,rough_slope,1,2,200001,standing,62,0,0,0
6591,rough_slope,1,2,200001,standing,63,0,0,0
6592,rough_slope,1,2,200001,low_speed,0,0.25,0,0
6593,rough_slope,1,2,200001,low_speed,1,-0.25,0,0
6594,rough_slope,1,2,200001,low_speed,2,0,0.25,0.25
6595,rough_slope,1,2,200001,low_speed,3,0,-0.25,-0.25
6596,rough_slope,1,2,200001,low_speed,4,0.25,0,0
6597,rough_slope,1,2,200001,low_speed,5,-0.25,0,0
6598,rough_slope,1,2,200001,low_speed,6,0,0.25,0.25
6599,rough_slope,1,2,200001,low_speed,7,0,-0.25,-0.25
6600,rough_slope,1,2,200001,low_speed,8,0.25,0,0
6601,rough_slope,1,2,200001,low_speed,9,-0.25,0,0
6602,rough_slope,1,2,200001,low_speed,10,0,0.25,0.25
6603,rough_slope,1,2,200001,low_speed,11,0,-0.25,-0.25
6604,rough_slope,1,2,200001,low_speed,12,0.25,0,0
6605,rough_slope,1,2,200001,low_speed,13,-0.25,0,0
6606,rough_slope,1,2,200001,low_speed,14,0,0.25,0.25
6607,rough_slope,1,2,200001,low_speed,15,0,-0.25,-0.25
6608,rough_slope,1,2,200001,low_speed,16,0.25,0,0
6609,rough_slope,1,2,200001,low_speed,17,-0.25,0,0
6610,rough_slope,1,2,200001,low_speed,18,0,0.25,0.25
6611,rough_slope,1,2,200001,low_speed,19,0,-0.25,-0.25
6612,rough_slope,1,2,200001,low_speed,20,0.25,0,0
6613,rough_slope,1,2,200001,low_speed,21,-0.25,0,0
6614,rough_slope,1,2,200001,low_speed,22,0,0.25,0.25
6615,rough_slope,1,2,200001,low_speed,23,0,-0.25,-0.25
6616,rough_slope,1,2,200001,low_speed,24,0.25,0,0
6617,rough_slope,1,2,200001,low_speed,25,-0.25,0,0
6618,rough_slope,1,2,200001,low_speed,26,0,0.25,0.25
6619,rough_slope,1,2,200001,low_speed,27,0,-0.25,-0.25
6620,rough_slope,1,2,200001,low_speed,28,0.25,0,0
6621,rough_slope,1,2,200001,low_speed,29,-0.25,0,0
6622,rough_slope,1,2,200001,low_speed,30,0,0.25,0.25
6623,rough_slope,1,2,200001,low_speed,31,0,-0.25,-0.25
6624,rough_slope,1,2,200001,low_speed,32,0.25,0,0
6625,rough_slope,1,2,200001,low_speed,33,-0.25,0,0
6626,rough_slope,1,2,200001,low_speed,34,0,0.25,0.25
6627,rough_slope,1,2,200001,low_speed,35,0,-0.25,-0.25
6628,rough_slope,1,2,200001,low_speed,36,0.25,0,0
6629,rough_slope,1,2,200001,low_speed,37,-0.25,0,0
6630,rough_slope,1,2,200001,low_speed,38,0,0.25,0.25
6631,rough_slope,1,2,200001,low_speed,39,0,-0.25,-0.25
6632,rough_slope,1,2,200001,low_speed,40,0.25,0,0
6633,rough_slope,1,2,200001,low_speed,41,-0.25,0,0
6634,rough_slope,1,2,200001,low_speed,42,0,0.25,0.25
6635,rough_slope,1,2,200001,low_speed,43,0,-0.25,-0.25
6636,rough_slope,1,2,200001,low_speed,44,0.25,0,0
6637,rough_slope,1,2,200001,low_speed,45,-0.25,0,0
6638,rough_slope,1,2,200001,low_speed,46,0,0.25,0.25
6639,rough_slope,1,2,200001,low_speed,47,0,-0.25,-0.25
6640,rough_slope,1,2,200001,low_speed,48,0.25,0,0
6641,rough_slope,1,2,200001,low_speed,49,-0.25,0,0
6642,rough_slope,1,2,200001,low_speed,50,0,0.25,0.25
6643,rough_slope,1,2,200001,low_speed,51,0,-0.25,-0.25
6644,rough_slope,1,2,200001,low_speed,52,0.25,0,0
6645,rough_slope,1,2,200001,low_speed,53,-0.25,0,0
6646,rough_slope,1,2,200001,low_speed,54,0,0.25,0.25
6647,rough_slope,1,2,200001,low_speed,55,0,-0.25,-0.25
6648,rough_slope,1,2,200001,low_speed,56,0.25,0,0
6649,rough_slope,1,2,200001,low_speed,57,-0.25,0,0
6650,rough_slope,1,2,200001,low_speed,58,0,0.25,0.25
6651,rough_slope,1,2,200001,low_speed,59,0,-0.25,-0.25
6652,rough_slope,1,2,200001,low_speed,60,0.25,0,0
6653,rough_slope,1,2,200001,low_speed,61,-0.25,0,0
6654,rough_slope,1,2,200001,low_speed,62,0,0.25,0.25
6655,rough_slope,1,2,200001,low_speed,63,0,-0.25,-0.25
6656,rough_slope,1,2,200001,normal_motion,0,0.75,0,0
6657,rough_slope,1,2,200001,normal_motion,1,-0.75,0,0
6658,rough_slope,1,2,200001,normal_motion,2,0,0.75,0.5
6659,rough_slope,1,2,200001,normal_motion,3,0,-0.75,-0.5
6660,rough_slope,1,2,200001,normal_motion,4,0.75,0,0
6661,rough_slope,1,2,200001,normal_motion,5,-0.75,0,0
6662,rough_slope,1,2,200001,normal_motion,6,0,0.75,0.5
6663,rough_slope,1,2,200001,normal_motion,7,0,-0.75,-0.5
6664,rough_slope,1,2,200001,normal_motion,8,0.75,0,0
6665,rough_slope,1,2,200001,normal_motion,9,-0.75,0,0
6666,rough_slope,1,2,200001,normal_motion,10,0,0.75,0.5
6667,rough_slope,1,2,200001,normal_motion,11,0,-0.75,-0.5
6668,rough_slope,1,2,200001,normal_motion,12,0.75,0,0
6669,rough_slope,1,2,200001,normal_motion,13,-0.75,0,0
6670,rough_slope,1,2,200001,normal_motion,14,0,0.75,0.5
6671,rough_slope,1,2,200001,normal_motion,15,0,-0.75,-0.5
6672,rough_slope,1,2,200001,normal_motion,16,0.75,0,0
6673,rough_slope,1,2,200001,normal_motion,17,-0.75,0,0
6674,rough_slope,1,2,200001,normal_motion,18,0,0.75,0.5
6675,rough_slope,1,2,200001,normal_motion,19,0,-0.75,-0.5
6676,rough_slope,1,2,200001,normal_motion,20,0.75,0,0
6677,rough_slope,1,2,200001,normal_motion,21,-0.75,0,0
6678,rough_slope,1,2,200001,normal_motion,22,0,0.75,0.5
6679,rough_slope,1,2,200001,normal_motion,23,0,-0.75,-0.5
6680,rough_slope,1,2,200001,normal_motion,24,0.75,0,0
6681,rough_slope,1,2,200001,normal_motion,25,-0.75,0,0
6682,rough_slope,1,2,200001,normal_motion,26,0,0.75,0.5
6683,rough_slope,1,2,200001,normal_motion,27,0,-0.75,-0.5
6684,rough_slope,1,2,200001,normal_motion,28,0.75,0,0
6685,rough_slope,1,2,200001,normal_motion,29,-0.75,0,0
6686,rough_slope,1,2,200001,normal_motion,30,0,0.75,0.5
6687,rough_slope,1,2,200001,normal_motion,31,0,-0.75,-0.5
6688,rough_slope,1,2,200001,normal_motion,32,0.75,0,0
6689,rough_slope,1,2,200001,normal_motion,33,-0.75,0,0
6690,rough_slope,1,2,200001,normal_motion,34,0,0.75,0.5
6691,rough_slope,1,2,200001,normal_motion,35,0,-0.75,-0.5
6692,rough_slope,1,2,200001,normal_motion,36,0.75,0,0
6693,rough_slope,1,2,200001,normal_motion,37,-0.75,0,0
6694,rough_slope,1,2,200001,normal_motion,38,0,0.75,0.5
6695,rough_slope,1,2,200001,normal_motion,39,0,-0.75,-0.5
6696,rough_slope,1,2,200001,normal_motion,40,0.75,0,0
6697,rough_slope,1,2,200001,normal_motion,41,-0.75,0,0
6698,rough_slope,1,2,200001,normal_motion,42,0,0.75,0.5
6699,rough_slope,1,2,200001,normal_motion,43,0,-0.75,-0.5
6700,rough_slope,1,2,200001,normal_motion,44,0.75,0,0
6701,rough_slope,1,2,200001,normal_motion,45,-0.75,0,0
6702,rough_slope,1,2,200001,normal_motion,46,0,0.75,0.5
6703,rough_slope,1,2,200001,normal_motion,47,0,-0.75,-0.5
6704,rough_slope,1,2,200001,normal_motion,48,0.75,0,0
6705,rough_slope,1,2,200001,normal_motion,49,-0.75,0,0
6706,rough_slope,1,2,200001,normal_motion,50,0,0.75,0.5
6707,rough_slope,1,2,200001,normal_motion,51,0,-0.75,-0.5
6708,rough_slope,1,2,200001,normal_motion,52,0.75,0,0
6709,rough_slope,1,2,200001,normal_motion,53,-0.75,0,0
6710,rough_slope,1,2,200001,normal_motion,54,0,0.75,0.5
6711,rough_slope,1,2,200001,normal_motion,55,0,-0.75,-0.5
6712,rough_slope,1,2,200001,normal_motion,56,0.75,0,0
6713,rough_slope,1,2,200001,normal_motion,57,-0.75,0,0
6714,rough_slope,1,2,200001,normal_motion,58,0,0.75,0.5
6715,rough_slope,1,2,200001,normal_motion,59,0,-0.75,-0.5
6716,rough_slope,1,2,200001,normal_motion,60,0.75,0,0
6717,rough_slope,1,2,200001,normal_motion,61,-0.75,0,0
6718,rough_slope,1,2,200001,normal_motion,62,0,0.75,0.5
6719,rough_slope,1,2,200001,normal_motion,63,0,-0.75,-0.5
6720,rough_slope,1,2,200002,standing,0,0,0,0
6721,rough_slope,1,2,200002,standing,1,0,0,0
6722,rough_slope,1,2,200002,standing,2,0,0,0
6723,rough_slope,1,2,200002,standing,3,0,0,0
6724,rough_slope,1,2,200002,standing,4,0,0,0
6725,rough_slope,1,2,200002,standing,5,0,0,0
6726,rough_slope,1,2,200002,standing,6,0,0,0
6727,rough_slope,1,2,200002,standing,7,0,0,0
6728,rough_slope,1,2,200002,standing,8,0,0,0
6729,rough_slope,1,2,200002,standing,9,0,0,0
6730,rough_slope,1,2,200002,standing,10,0,0,0
6731,rough_slope,1,2,200002,standing,11,0,0,0
6732,rough_slope,1,2,200002,standing,12,0,0,0
6733,rough_slope,1,2,200002,standing,13,0,0,0
6734,rough_slope,1,2,200002,standing,14,0,0,0
6735,rough_slope,1,2,200002,standing,15,0,0,0
6736,rough_slope,1,2,200002,standing,16,0,0,0
6737,rough_slope,1,2,200002,standing,17,0,0,0
6738,rough_slope,1,2,200002,standing,18,0,0,0
6739,rough_slope,1,2,200002,standing,19,0,0,0
6740,rough_slope,1,2,200002,standing,20,0,0,0
